"","state","year","months","period","colony_n","colony_max","colony_lost","colony_lost_pct","colony_added","colony_reno","colony_reno_pct","Varroa mites","Other pests/parasites","Disesases","Pesticides","Other","Unknown","State.Code","Region","Division"
"193","Georgia",2017,"July-September",11,121000,122000,15500,13,19000,23000,19,47.6,18,2.3,14.1,15.1,6.9,"GA","South","South Atlantic"
"194","Georgia",2018,"April-June",14,134000,134000,16000,12,34000,16000,12,53,25.6,13.9,14.8,31.6,9.6,"GA","South","South Atlantic"
"195","Georgia",2015,"October-December",4,110000,121000,18000,15,4400,1900,2,43.5,13.9,5.3,4.5,3.7,1.3,"GA","South","South Atlantic"
"196","Georgia",2015,"July-September",3,108000,110000,13000,12,19500,15500,14,47.6,16.2,3.6,21.2,8.9,3.6,"GA","South","South Atlantic"
"197","Georgia",2021,"April-June",26,135000,136000,20000,15,25000,18500,14,44.5,13.7,5.2,2.8,5.2,5.8,"GA","South","South Atlantic"
"198","Georgia",2018,"July-September",15,134000,138000,17000,12,27000,33000,24,49.8,20.4,2.4,27.7,6,7.2,"GA","South","South Atlantic"
"199","Georgia",2020,"July-September",23,150000,163000,23000,14,22000,35000,21,49.6,22.5,3.5,3.4,5.3,13,"GA","South","South Atlantic"
"200","Georgia",2017,"January-March",9,123000,125000,14000,11,36000,21000,17,35.3,7,0.2,2.6,4.4,1.8,"GA","South","South Atlantic"
"201","Georgia",2016,"April-June",6,108000,111000,11000,10,17500,3600,3,59.3,28.4,2,28.4,11.7,2.7,"GA","South","South Atlantic"
"202","Georgia",2019,"January-March",17,120000,129000,14500,11,19500,8000,6,69.6,17.8,7.4,9.6,10.6,4.9,"GA","South","South Atlantic"
"203","Georgia",2020,"April-June",22,141000,143000,10000,7,19500,19000,13,49.2,20.2,7.1,3,8.1,13.8,"GA","South","South Atlantic"
"204","Georgia",2017,"October-December",12,125000,145000,21000,14,4300,2200,2,56.8,15.1,12.3,15.3,3.6,4.6,"GA","South","South Atlantic"
"205","Georgia",2019,"October-December",20,119000,131000,20000,15,10500,10500,8,34.3,18.2,5.6,9.1,2.6,4.4,"GA","South","South Atlantic"
"206","Georgia",2017,"April-June",10,125000,142000,10500,7,21000,33000,23,33,5.6,1,6.7,6.3,2.8,"GA","South","South Atlantic"
"207","Georgia",2020,"October-December",24,165000,174000,30000,17,11000,11000,6,35.5,12.9,1.8,7.5,1.9,6.7,"GA","South","South Atlantic"
"208","Georgia",2020,"January-March",21,115000,121000,14500,12,32000,22000,18,50.9,3.4,0.2,0.3,0.4,7.5,"GA","South","South Atlantic"
"209","Hawaii",2017,"October-December",12,15000,15000,130,1,970,290,2,57.2,66.1,0.1,NA,0.1,NA,"HI","West","Pacific"
"210","Hawaii",2019,"October-December",20,17000,17000,1300,8,300,50,NA,44,61.8,0.2,1,0.1,NA,"HI","West","Pacific"
"211","Hawaii",2018,"April-June",14,14500,14500,280,2,300,3100,21,59.8,64,0.5,NA,0.2,0.2,"HI","West","Pacific"
"212","Hawaii",2015,"April-June",2,13500,13500,120,1,1100,1200,9,60.1,61,0.3,0.1,3.2,0.1,"HI","West","Pacific"
"213","Hawaii",2020,"April-June",22,15500,15500,40,NA,240,2300,15,43.1,41.1,1,NA,1.1,NA,"HI","West","Pacific"
"214","Hawaii",2020,"October-December",24,22000,22000,2700,12,200,370,2,57.2,65.2,NA,NA,2.9,NA,"HI","West","Pacific"
"215","Hawaii",2016,"July-September",7,13500,13500,600,4,430,820,6,67.8,75.3,0.1,0.8,NA,NA,"HI","West","Pacific"
"216","Hawaii",2017,"July-September",11,15000,15000,1100,7,430,20,NA,2.8,4.3,0.3,NA,2,NA,"HI","West","Pacific"
"217","Hawaii",2018,"October-December",16,16000,16000,940,6,1700,6000,38,70.5,83.3,NA,NA,0.1,NA,"HI","West","Pacific"
"218","Hawaii",2019,"January-March",17,16500,16500,390,2,660,3700,22,72.1,64.9,0.1,0.7,2.9,NA,"HI","West","Pacific"
"219","Hawaii",2021,"January-March",25,19500,19500,900,5,2400,1600,8,49,52.2,NA,NA,4.7,NA,"HI","West","Pacific"
"220","Hawaii",2015,"July-September",3,14500,14500,2700,19,1200,5500,38,78.1,80.5,0.1,0.1,2.5,NA,"HI","West","Pacific"
"221","Hawaii",2019,"July-September",19,17000,17000,200,1,200,6000,35,37.2,39,0.3,NA,1.3,0.2,"HI","West","Pacific"
"222","Hawaii",2016,"October-December",8,13500,13500,970,7,60,840,6,39.9,40.8,NA,0.1,0.2,0.1,"HI","West","Pacific"
"223","Hawaii",2020,"January-March",21,16000,16000,1500,9,1000,2200,14,75.3,60.8,0.1,NA,0.2,0.2,"HI","West","Pacific"
"224","Hawaii",2021,"April-June",26,21000,21000,630,3,460,1200,6,93.3,65.3,NA,NA,NA,NA,"HI","West","Pacific"
"225","Hawaii",2017,"April-June",10,12000,12000,60,1,520,910,8,89.5,3.5,NA,NA,0.4,NA,"HI","West","Pacific"
"226","Hawaii",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI","West","Pacific"
"227","Hawaii",2018,"January-March",13,15000,15000,1600,11,1200,5100,34,74.5,76.8,0.2,NA,0.1,0.1,"HI","West","Pacific"
"228","Hawaii",2015,"January-March",1,10500,10500,380,4,3400,760,7,38.8,37.7,1.6,NA,2,NA,"HI","West","Pacific"
"229","Hawaii",2016,"April-June",6,13500,13500,830,6,870,NA,NA,35.6,38.1,NA,0.6,3.2,NA,"HI","West","Pacific"
"230","Hawaii",2015,"October-December",4,13000,13000,690,5,2700,760,6,31,33.9,0.2,NA,NA,NA,"HI","West","Pacific"
"231","Hawaii",2016,"January-March",5,15000,15000,280,2,570,1100,7,0.3,1.5,NA,0.1,0.8,NA,"HI","West","Pacific"
"232","Hawaii",2017,"January-March",9,13000,13000,190,1,510,50,NA,1.2,2.1,0.2,NA,0.1,0.1,"HI","West","Pacific"
"233","Hawaii",2020,"July-September",23,18500,18500,500,3,4000,3400,18,62.7,63.5,NA,NA,0.5,NA,"HI","West","Pacific"
"234","Hawaii",2018,"July-September",15,16500,16500,1800,11,1700,3000,18,88.3,89.4,0.1,0.1,0.1,NA,"HI","West","Pacific"
"235","Idaho",2016,"July-September",7,79000,131000,13000,10,1900,2800,2,25.3,4.7,4.5,7.6,6,3.3,"ID","West","Mountain"
"236","Idaho",2020,"October-December",24,94000,180000,19000,11,8000,1700,1,52.1,8.9,4.3,4.8,4.8,5.4,"ID","West","Mountain"
"237","Idaho",2017,"July-September",11,89000,116000,12000,10,9000,16500,14,53.7,19.1,6.7,15.5,9.5,5.1,"ID","West","Mountain"
"238","Idaho",2016,"October-December",8,121000,143000,15500,11,5000,420,NA,31.9,0.8,4.8,0.2,4.2,3,"ID","West","Mountain"
"239","Idaho",2015,"October-December",4,121000,145000,22000,15,5500,5500,4,38.9,0.6,4.3,4,2.8,4.5,"ID","West","Mountain"
"240","Idaho",2016,"April-June",6,60000,80000,6000,8,19000,5500,7,21.2,4.8,2.7,3.1,5.4,2.7,"ID","West","Mountain"
"241","Idaho",2016,"January-March",5,90000,97000,6500,7,5500,6500,7,31.7,2.3,2.1,5.9,5.5,0.3,"ID","West","Mountain"
"242","Idaho",2015,"April-June",2,62000,72000,6500,9,16500,10500,15,25.5,6.7,6.5,6,13.7,0.3,"ID","West","Mountain"
"243","Idaho",2018,"April-June",14,60000,95000,4800,5,17000,29000,31,50.8,4,3.2,18,4,4.1,"ID","West","Mountain"
"244","Idaho",2017,"October-December",12,113000,164000,9000,5,10000,5000,3,34,16.9,17.7,14.9,1.7,0.2,"ID","West","Mountain"
"245","Idaho",2019,"January-March",17,132000,145000,12500,9,4600,1100,1,24.5,8,8,9.2,8.6,NA,"ID","West","Mountain"
"246","Idaho",2021,"January-March",25,168000,171000,15000,9,9000,8500,5,33.3,10.7,NA,9.5,1.8,1.7,"ID","West","Mountain"
"247","Idaho",2019,"July-September",19,95000,111000,10500,9,8500,12500,11,59.9,15.4,21.7,9.9,18.5,0.8,"ID","West","Mountain"
"248","Idaho",2015,"January-March",1,81000,88000,3700,4,2600,8000,9,39.8,6.7,12.5,4.8,8.9,4.9,"ID","West","Mountain"
"249","Idaho",2020,"January-March",21,156000,168000,18500,11,4400,920,1,10.4,0.8,0.1,2.8,2.1,1.9,"ID","West","Mountain"
"250","Idaho",2018,"January-March",13,164000,168000,22000,13,2500,2600,2,28.3,5.7,0.8,3.4,3.4,0.4,"ID","West","Mountain"
"251","Idaho",2015,"July-September",3,80000,128000,14000,11,5500,11500,9,46.8,5.2,1.7,10,2.2,6.4,"ID","West","Mountain"
"252","Idaho",2018,"July-September",15,82000,101000,14000,14,15000,21000,21,83.6,5.4,14.6,26.5,13.8,5.7,"ID","West","Mountain"
"253","Idaho",2017,"January-March",9,95000,99000,8500,9,2000,280,NA,74.2,42.3,42.3,21.2,1.7,0.4,"ID","West","Mountain"
"254","Idaho",2019,"October-December",20,111000,196000,15500,8,1800,1000,1,20.3,4.3,5.4,10.5,9.9,1.1,"ID","West","Mountain"
"255","Idaho",2018,"October-December",16,99000,159000,15000,9,9000,910,1,64.9,47.4,9.6,15.9,7,4.5,"ID","West","Mountain"
"256","Idaho",2020,"April-June",22,48000,81000,14500,18,32000,29000,36,44.2,10.9,11.1,8.6,6.9,5.8,"ID","West","Mountain"
"257","Idaho",2021,"April-June",26,86000,120000,19500,16,40000,19000,16,31.9,1.9,5.4,9.9,2,6.2,"ID","West","Mountain"
"258","Idaho",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID","West","Mountain"
"259","Idaho",2017,"April-June",10,61000,78000,9500,12,24000,31000,40,31.2,7.4,3.9,8.2,7.7,4.7,"ID","West","Mountain"
"260","Idaho",2020,"July-September",23,70000,85000,11000,13,18500,8500,10,45,2.6,6.7,10.9,9,3.8,"ID","West","Mountain"
"261","Illinois",2020,"October-December",24,13000,13000,1700,13,330,410,3,26.4,9.8,1.1,2.9,2.7,6.9,"IL","Midwest","East North Central"
"262","Illinois",2017,"January-March",9,11000,11000,2900,26,3100,150,1,24.3,11.8,0.6,4.2,10.2,7.9,"IL","Midwest","East North Central"
"263","Illinois",2016,"July-September",7,11000,11000,1300,12,850,310,3,17.4,7.9,0.7,4.3,2.9,1.6,"IL","Midwest","East North Central"
"264","Illinois",2017,"April-June",10,12000,12500,1200,10,3600,1600,13,11,4.2,0.7,2.9,5.5,1.4,"IL","Midwest","East North Central"
"265","Illinois",2016,"April-June",6,9000,9000,740,8,2200,380,4,11.4,4.4,2,3.1,4.7,2.1,"IL","Midwest","East North Central"
"266","Illinois",2015,"April-June",2,9500,9500,1300,14,6000,1500,16,10.3,3.7,0.2,2.5,2.3,2.4,"IL","Midwest","East North Central"
"267","Illinois",2015,"October-December",4,14000,14000,690,5,NA,30,NA,9.4,2.5,0.3,0.9,1,3.1,"IL","Midwest","East North Central"
"268","Illinois",2019,"January-March",17,9000,9000,2300,26,210,80,1,33.3,14.7,3.1,0.7,15.5,10.1,"IL","Midwest","East North Central"
"269","Illinois",2018,"April-June",14,10000,10500,2100,20,4700,2800,27,13.8,7.9,6.7,6.6,9.9,2.4,"IL","Midwest","East North Central"
"270","Illinois",2016,"October-December",8,9000,9000,720,8,NA,NA,NA,27.8,11.7,1.2,5.6,3.9,4.8,"IL","Midwest","East North Central"
"271","Illinois",2019,"July-September",19,13500,13500,940,7,460,1300,10,35.9,8.3,0.7,2.5,5.5,11.5,"IL","Midwest","East North Central"
"272","Illinois",2017,"July-September",11,13000,13000,1100,8,710,1200,9,29.9,14.2,2.8,2.8,4.6,3.3,"IL","Midwest","East North Central"
"273","Illinois",2020,"January-March",21,11500,13000,2100,16,900,160,1,17.2,8.9,0.2,NA,7.3,10,"IL","Midwest","East North Central"
"274","Illinois",2020,"July-September",23,14000,14000,1400,10,770,690,5,28.1,15.6,1.8,4.9,6.6,8.4,"IL","Midwest","East North Central"
"275","Illinois",2019,"October-December",20,13000,13000,1700,13,1000,1500,12,28.9,27.3,1.1,3.4,8.9,8.9,"IL","Midwest","East North Central"
"276","Illinois",2017,"October-December",12,13500,13500,1800,13,140,460,3,28.9,10.2,0.8,7.9,4.9,4.9,"IL","Midwest","East North Central"
"277","Illinois",2018,"January-March",13,10500,10500,2400,23,1000,630,6,25.7,11.2,3.6,3.5,10.4,10.9,"IL","Midwest","East North Central"
"278","Illinois",2020,"April-June",22,12000,12000,1500,13,4200,1700,14,23.5,8.2,1,8.3,11.9,4,"IL","Midwest","East North Central"
"279","Illinois",2016,"January-March",5,7000,7500,1300,17,470,20,NA,15,7.8,0.4,2.9,5,10.4,"IL","Midwest","East North Central"
"280","Illinois",2018,"October-December",16,12000,12000,1400,12,600,350,3,27.2,13.1,2.4,2.8,6.9,5.7,"IL","Midwest","East North Central"
"281","Illinois",2015,"July-September",3,14000,14000,1400,10,1300,1100,8,7.7,3,0.6,0.4,3.4,1,"IL","Midwest","East North Central"
"282","Illinois",2021,"April-June",26,13000,13000,1100,8,3700,2100,16,22.7,3.1,1.1,2.5,2.8,5.2,"IL","Midwest","East North Central"
"283","Illinois",2015,"January-March",1,6000,10500,4200,40,2300,390,4,12.3,6.9,0.7,0.4,12.6,11.6,"IL","Midwest","East North Central"
"284","Illinois",2021,"January-March",25,9500,12500,3000,24,3300,200,2,28.8,12.9,1.6,1.3,17.9,9.4,"IL","Midwest","East North Central"
"285","Illinois",2018,"July-September",15,11000,11000,660,6,700,420,4,21.2,10.6,2.1,5.1,1.5,7,"IL","Midwest","East North Central"
"286","Illinois",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IL","Midwest","East North Central"
"287","Indiana",2017,"October-December",12,11500,11500,1700,15,320,100,1,23.5,5.6,1.7,0.7,3.9,8,"IN","Midwest","East North Central"
"288","Indiana",2021,"January-March",25,10000,11000,2700,25,3500,20,NA,34.4,5.4,NA,0.7,4.8,4.5,"IN","Midwest","East North Central"
"289","Indiana",2018,"April-June",14,8000,9000,1800,20,4000,730,8,78.9,3.5,0.4,4.5,1.3,1.1,"IN","Midwest","East North Central"
"290","Indiana",2020,"October-December",24,10000,11000,930,8,240,260,2,26.3,4.1,NA,1.9,2.4,5.7,"IN","Midwest","East North Central"
"291","Indiana",2019,"January-March",17,6000,6000,710,12,440,280,5,15.6,8.8,2.6,5.5,7.1,1.7,"IN","Midwest","East North Central"
"292","Indiana",2021,"April-June",26,12000,12500,560,4,4000,1000,8,22.8,7.3,0.6,7,7.5,1.6,"IN","Midwest","East North Central"
"293","Indiana",2015,"January-March",1,9000,9500,2100,22,490,120,1,20.7,0.3,0.2,0.3,22.3,11.7,"IN","Midwest","East North Central"
"294","Indiana",2018,"October-December",16,9000,9000,3300,37,40,1200,13,51.3,21.3,23.8,64.6,35.4,2.3,"IN","Midwest","East North Central"
"295","Indiana",2015,"April-June",2,8000,12500,1300,10,4900,4300,34,15.4,1.8,7,0.5,4.4,2,"IN","Midwest","East North Central"
"296","Indiana",2018,"July-September",15,11500,11500,990,9,520,1200,10,29.5,12.2,1.4,20.6,5,0.5,"IN","Midwest","East North Central"
"297","Indiana",2020,"April-June",22,11000,12000,920,8,4300,3200,27,26.8,12.5,1.8,20.2,5.4,1.5,"IN","Midwest","East North Central"
"298","Indiana",2019,"July-September",19,14000,16000,1000,6,2200,1500,9,55.7,15.2,3,23.1,19.2,1.4,"IN","Midwest","East North Central"
"299","Indiana",2019,"October-December",20,17500,17500,1300,7,160,180,1,20.7,15,2.6,6.7,1.6,0.6,"IN","Midwest","East North Central"
"300","Indiana",2015,"July-September",3,15000,15000,1600,11,1400,420,3,13.7,10.3,4.8,8.2,1,6.2,"IN","Midwest","East North Central"
"301","Indiana",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","Midwest","East North Central"
"302","Indiana",2015,"October-December",4,11500,11500,1100,10,140,NA,NA,15.1,0.5,6.3,0.1,0.6,3.7,"IN","Midwest","East North Central"
"303","Indiana",2016,"October-December",8,7500,7500,1200,16,20,NA,NA,28.2,9.6,0.2,1.4,1,3.8,"IN","Midwest","East North Central"
"304","Indiana",2020,"January-March",21,11000,11500,1600,14,880,420,4,8.2,0.5,0.1,2.9,1.9,6.2,"IN","Midwest","East North Central"
"305","Indiana",2016,"April-June",6,4300,7000,220,3,2700,900,13,12.5,2.9,NA,2.1,2.8,4.3,"IN","Midwest","East North Central"
"306","Indiana",2020,"July-September",23,15000,15000,1600,11,1200,2700,18,41.4,12,1.7,24.5,0.7,1.3,"IN","Midwest","East North Central"
"307","Indiana",2018,"January-March",13,7000,8000,1000,13,300,30,NA,33.4,8.3,3,0.5,9.9,3.7,"IN","Midwest","East North Central"
"308","Indiana",2016,"January-March",5,6500,6500,770,12,40,NA,NA,17.4,3.7,0.9,0.3,7.2,5.5,"IN","Midwest","East North Central"
"309","Indiana",2017,"January-March",9,7000,7500,1900,25,1700,70,1,15.8,8,5.2,4.1,10.4,7.1,"IN","Midwest","East North Central"
"310","Indiana",2016,"July-September",7,9500,9500,600,6,450,550,6,50.4,12.4,1.2,0.6,2.5,1.2,"IN","Midwest","East North Central"
"311","Indiana",2017,"July-September",11,13000,13000,930,7,420,740,6,13.9,5.9,0.4,3.9,3.8,2,"IN","Midwest","East North Central"
"312","Indiana",2017,"April-June",10,7500,11000,1200,11,3000,510,5,5.9,2.3,0.1,32.1,8.6,1.3,"IN","Midwest","East North Central"
"313","Iowa",2020,"January-March",21,9000,21000,1600,8,1200,420,2,22.3,1.9,NA,0.2,5.7,5.5,"IA","Midwest","West North Central"
"314","Iowa",2017,"July-September",11,40000,43000,2200,5,2100,4000,9,17.2,7.2,2.4,3.9,4,2.2,"IA","Midwest","West North Central"
"315","Iowa",2019,"July-September",19,30000,33000,3400,10,2000,4800,15,39.4,7.1,5.8,26.3,27.8,3.6,"IA","Midwest","West North Central"
"316","Iowa",2020,"July-September",23,34000,38000,1800,5,1100,2900,8,49.1,29.4,3.9,6.3,4.5,NA,"IA","Midwest","West North Central"
"317","Iowa",2019,"October-December",20,32000,32000,7500,23,1500,530,2,61,17.8,5.6,25.2,19.7,4.2,"IA","Midwest","West North Central"
"318","Iowa",2016,"October-December",8,54000,54000,4700,9,NA,20,NA,18.7,9.8,8.9,9,11.4,6.3,"IA","Midwest","West North Central"
"319","Iowa",2020,"October-December",24,38000,38000,4800,13,700,850,2,39.8,0.9,2.6,NA,1.8,1.4,"IA","Midwest","West North Central"
"320","Iowa",2017,"October-December",12,45000,45000,6500,14,250,3400,8,61,25.5,12.3,32.6,17.9,5.5,"IA","Midwest","West North Central"
"321","Iowa",2015,"October-December",4,35000,35000,4300,12,40,30,NA,53.4,0.9,0.6,6.4,24.8,1.4,"IA","Midwest","West North Central"
"322","Iowa",2018,"April-June",14,45000,47000,4300,9,15500,4800,10,12.7,9.3,0.9,7.9,8.4,0.3,"IA","Midwest","West North Central"
"323","Iowa",2020,"April-June",22,21000,29000,3600,12,14500,4700,16,30.4,24.6,16.5,0.8,3.5,0.5,"IA","Midwest","West North Central"
"324","Iowa",2015,"July-September",3,29000,37000,3000,8,640,680,2,17.4,5.8,0.1,4.7,5.6,3.4,"IA","Midwest","West North Central"
"325","Iowa",2021,"April-June",26,26000,27000,2200,8,10500,3900,14,7.1,1.3,0.6,NA,1.3,8.2,"IA","Midwest","West North Central"
"326","Iowa",2018,"January-March",13,41000,45000,1300,3,420,110,NA,5.3,1.1,0.3,0.6,0.6,1.4,"IA","Midwest","West North Central"
"327","Iowa",2015,"January-March",1,12500,17500,3100,18,1700,270,2,26,0.7,4.6,3.4,18,3.4,"IA","Midwest","West North Central"
"328","Iowa",2021,"January-March",25,15000,25000,2100,8,3100,30,NA,18.9,0.7,NA,3.7,7.8,3.8,"IA","Midwest","West North Central"
"329","Iowa",2016,"July-September",7,50000,50000,5500,11,10500,2400,5,32.6,3.4,0.8,16.7,2.4,5.6,"IA","Midwest","West North Central"
"330","Iowa",2017,"April-June",10,12500,23000,2000,9,24000,3900,17,39.4,27.7,7.6,26.7,8.2,0.9,"IA","Midwest","West North Central"
"331","Iowa",2019,"January-March",17,7500,11500,1600,14,170,140,1,34.8,1.7,0.6,0.3,7.7,3.5,"IA","Midwest","West North Central"
"332","Iowa",2017,"January-March",9,10000,15500,3000,19,70,NA,NA,33.6,8.3,8.4,12,11.9,11.7,"IA","Midwest","West North Central"
"333","Iowa",2018,"July-September",15,56000,57000,3600,6,1200,990,2,29.9,9.8,8.5,0.4,1.9,0.4,"IA","Midwest","West North Central"
"334","Iowa",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IA","Midwest","West North Central"
"335","Iowa",2016,"April-June",6,10500,26000,2400,9,26000,760,3,23.5,17.8,18.7,0.6,6,5.7,"IA","Midwest","West North Central"
"336","Iowa",2018,"October-December",16,21000,21000,4200,20,630,80,NA,55.1,27.2,8.9,31.6,29.4,5.6,"IA","Midwest","West North Central"
"337","Iowa",2016,"January-March",5,16500,16500,3200,19,90,NA,NA,41.6,0.5,NA,2.1,34.4,12.2,"IA","Midwest","West North Central"
"338","Iowa",2015,"April-June",2,12500,24000,1400,6,6500,3100,13,21.5,5.1,2.9,7.8,2.7,1.9,"IA","Midwest","West North Central"
"339","Kansas",2020,"January-March",21,4500,7000,750,11,1200,130,2,13.3,8.1,7.8,7.8,3.1,11.3,"KS","Midwest","West North Central"
"340","Kansas",2016,"July-September",7,8000,8000,2600,33,310,190,2,42.8,25.5,14.1,29.1,4.5,2.6,"KS","Midwest","West North Central"
"341","Kansas",2016,"October-December",8,5000,5000,1300,26,200,NA,NA,29.2,8.3,0.3,3.1,5.1,1.4,"KS","Midwest","West North Central"
"342","Kansas",2016,"January-March",5,4700,4700,980,21,NA,200,4,32.2,10.6,0.1,1.2,2.6,5.8,"KS","Midwest","West North Central"
"343","Kansas",2019,"July-September",19,7500,7500,1900,25,190,400,5,67.5,33.8,21.8,23.9,1.2,0.5,"KS","Midwest","West North Central"
"344","Kansas",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KS","Midwest","West North Central"
"345","Kansas",2017,"July-September",11,7000,7000,1700,24,1400,1000,14,65.4,52.6,14.8,20.3,1.1,7.4,"KS","Midwest","West North Central"
"346","Kansas",2019,"October-December",20,4800,4900,650,13,190,460,9,65.8,15,11.9,43.4,0.4,14.4,"KS","Midwest","West North Central"
"347","Kansas",2018,"April-June",14,3900,3900,170,4,1800,2100,54,42.8,31.6,1.3,24.9,2.1,1.6,"KS","Midwest","West North Central"
"348","Kansas",2016,"April-June",6,4700,6000,960,16,3000,900,15,47.3,11.6,2.8,8.3,3.7,1.8,"KS","Midwest","West North Central"
"349","Kansas",2020,"April-June",22,7500,8000,440,6,1800,1800,23,68.4,34.1,24,32.8,28.9,14.3,"KS","Midwest","West North Central"
"350","Kansas",2015,"October-December",4,8500,8500,3400,40,50,20,NA,44.5,24.8,0.2,25.1,33.9,19,"KS","Midwest","West North Central"
"351","Kansas",2017,"October-December",12,6500,6500,830,13,140,40,1,17.9,7.7,3.3,8.6,0.6,10.2,"KS","Midwest","West North Central"
"352","Kansas",2020,"July-September",23,7000,7000,910,13,600,730,10,93.8,24.8,15.6,34.1,2.1,NA,"KS","Midwest","West North Central"
"353","Kansas",2015,"April-June",2,6000,7000,670,10,2800,420,6,14.4,2.4,0.9,0.1,3.5,4.9,"KS","Midwest","West North Central"
"354","Kansas",2015,"January-March",1,4600,7000,1600,23,450,70,1,32.7,1.3,1.1,14.2,9.5,3.4,"KS","Midwest","West North Central"
"355","Kansas",2020,"October-December",24,6000,7000,2400,34,460,170,2,37.7,30.3,1.2,33.3,26.4,25.9,"KS","Midwest","West North Central"
"356","Kansas",2015,"July-September",3,9000,9500,1000,11,100,160,2,22.5,16.2,0.2,14.1,14.8,1.7,"KS","Midwest","West North Central"
"357","Kansas",2019,"January-March",17,4500,4500,1500,33,370,110,2,102,7.8,2.5,12.2,21.6,4,"KS","Midwest","West North Central"
"358","Kansas",2021,"April-June",26,7500,8000,870,11,4900,1600,20,45.7,21.2,7.2,8.5,1.5,6.5,"KS","Midwest","West North Central"
"359","Kansas",2017,"January-March",9,3800,3800,1000,26,930,380,10,47.1,2.9,NA,3.6,16.4,14.3,"KS","Midwest","West North Central"
"360","Kansas",2021,"January-March",25,5000,6500,1400,22,2300,10,NA,25.7,2.8,NA,NA,19.1,2.2,"KS","Midwest","West North Central"
"361","Kansas",2017,"April-June",10,4400,4900,380,8,2500,890,18,19.7,9.6,0.7,22.2,1.8,7.8,"KS","Midwest","West North Central"
"362","Kansas",2018,"January-March",13,3700,3700,950,26,500,410,11,63,20.3,1,4.3,27.9,9.1,"KS","Midwest","West North Central"
"363","Kansas",2018,"October-December",16,5500,5500,1000,18,420,10,NA,62,31.3,26,43.7,1.6,26.4,"KS","Midwest","West North Central"
"364","Kansas",2018,"July-September",15,6000,6000,950,16,300,180,3,76.8,51.1,6.6,8,23.7,7.9,"KS","Midwest","West North Central"
"365","Kentucky",2016,"October-December",8,7500,7500,950,13,60,80,1,48.2,22.3,3.3,3,10.3,5.7,"KY","South","East South Central"
"366","Kentucky",2016,"July-September",7,7500,7500,1000,13,900,230,3,42.3,25.7,0.9,11.5,7.4,4.5,"KY","South","East South Central"
"367","Kentucky",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KY","South","East South Central"
"368","Kentucky",2017,"January-March",9,6500,7000,1300,19,950,430,6,31.9,11.5,0.4,3.8,16,7.5,"KY","South","East South Central"
"369","Kentucky",2016,"January-March",5,7000,7000,1300,19,110,70,1,20.9,8,0.6,5.6,11.1,7.5,"KY","South","East South Central"
"370","Kentucky",2017,"July-September",11,9000,9000,1600,18,450,700,8,46.4,39.2,4.6,0.6,10.3,6.2,"KY","South","East South Central"
"371","Kentucky",2016,"April-June",6,5500,6000,450,8,2100,270,5,38.9,36.1,1.7,28.4,16,3.8,"KY","South","East South Central"
"372","Kentucky",2019,"July-September",19,8000,8500,850,10,700,430,5,29.2,17.6,0.4,5.2,7.9,8.6,"KY","South","East South Central"
"373","Kentucky",2020,"January-March",21,7000,10500,1200,11,1500,120,1,17.4,2.6,2,0.3,7.6,6.5,"KY","South","East South Central"
"374","Kentucky",2018,"October-December",16,7000,7000,2000,29,60,430,6,57.1,41.9,1.2,6.8,5.5,4.3,"KY","South","East South Central"
"375","Kentucky",2017,"April-June",10,6500,7000,560,8,2900,600,9,28.5,12.9,1.1,5,4.8,2.1,"KY","South","East South Central"
"376","Kentucky",2018,"April-June",14,4800,6000,450,8,1400,560,9,35.4,21.8,0.6,1.1,3.7,6.3,"KY","South","East South Central"
"377","Kentucky",2015,"October-December",4,8500,8500,1100,13,20,10,NA,22.2,14.8,0.4,9.8,7.2,1.7,"KY","South","East South Central"
"378","Kentucky",2015,"July-September",3,10000,10000,1300,13,170,550,6,40.4,11.3,1.2,6.5,9,2,"KY","South","East South Central"
"379","Kentucky",2017,"October-December",12,7500,7500,870,12,50,120,2,54.3,24.4,0.5,6.5,5.6,19.1,"KY","South","East South Central"
"380","Kentucky",2021,"January-March",25,9500,9500,2100,22,2500,80,1,27.5,16.9,NA,NA,5.1,9.3,"KY","South","East South Central"
"381","Kentucky",2015,"January-March",1,7500,10500,4100,39,250,NA,NA,10.8,10.7,2.5,2.5,22.7,12.9,"KY","South","East South Central"
"382","Kentucky",2020,"July-September",23,11500,12000,1400,12,800,510,4,23.3,4,1.4,1.6,2.4,5.1,"KY","South","East South Central"
"383","Kentucky",2021,"April-June",26,10000,11500,270,2,2100,4500,39,21.5,4,1,2.2,4.2,2.6,"KY","South","East South Central"
