"","state","year","months","period","colony_n","colony_max","colony_lost","colony_lost_pct","colony_added","colony_reno","colony_reno_pct","stressor","stress_pct","State.Code","Region","Division"
"1123","Georgia",2016,"October-December",8,96000,112000,11000,10,12000,450,NA,"Disesases",3.7,"GA","South","South Atlantic"
"1124","Georgia",2017,"April-June",10,125000,142000,10500,7,21000,33000,23,"Disesases",1,"GA","South","South Atlantic"
"1125","Georgia",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,"Other pests/parasites",NA,"GA","South","South Atlantic"
"1126","Georgia",2016,"October-December",8,96000,112000,11000,10,12000,450,NA,"Unknown",2.5,"GA","South","South Atlantic"
"1127","Georgia",2019,"October-December",20,119000,131000,20000,15,10500,10500,8,"Other",2.6,"GA","South","South Atlantic"
"1128","Georgia",2020,"October-December",24,165000,174000,30000,17,11000,11000,6,"Varroa mites",35.5,"GA","South","South Atlantic"
"1129","Georgia",2016,"January-March",5,1e+05,1e+05,20000,20,28000,6000,6,"Unknown",3.9,"GA","South","South Atlantic"
"1130","Georgia",2015,"January-March",1,104000,105000,14500,14,47000,9500,9,"Unknown",10.5,"GA","South","South Atlantic"
"1131","Georgia",2016,"January-March",5,1e+05,1e+05,20000,20,28000,6000,6,"Other",3.1,"GA","South","South Atlantic"
"1132","Georgia",2015,"July-September",3,108000,110000,13000,12,19500,15500,14,"Other",8.9,"GA","South","South Atlantic"
"1133","Georgia",2016,"October-December",8,96000,112000,11000,10,12000,450,NA,"Varroa mites",43.6,"GA","South","South Atlantic"
"1134","Georgia",2016,"April-June",6,108000,111000,11000,10,17500,3600,3,"Other",11.7,"GA","South","South Atlantic"
"1135","Georgia",2017,"January-March",9,123000,125000,14000,11,36000,21000,17,"Pesticides",2.6,"GA","South","South Atlantic"
"1136","Georgia",2017,"July-September",11,121000,122000,15500,13,19000,23000,19,"Pesticides",14.1,"GA","South","South Atlantic"
"1137","Georgia",2019,"July-September",19,116000,118000,13000,11,12000,36000,31,"Varroa mites",52.5,"GA","South","South Atlantic"
"1138","Georgia",2017,"April-June",10,125000,142000,10500,7,21000,33000,23,"Pesticides",6.7,"GA","South","South Atlantic"
"1139","Georgia",2017,"July-September",11,121000,122000,15500,13,19000,23000,19,"Other",15.1,"GA","South","South Atlantic"
"1140","Georgia",2016,"July-September",7,102000,103000,13000,13,12500,2300,2,"Other pests/parasites",16.4,"GA","South","South Atlantic"
"1141","Georgia",2018,"July-September",15,134000,138000,17000,12,27000,33000,24,"Varroa mites",49.8,"GA","South","South Atlantic"
"1142","Georgia",2021,"April-June",26,135000,136000,20000,15,25000,18500,14,"Pesticides",2.8,"GA","South","South Atlantic"
"1143","Georgia",2015,"July-September",3,108000,110000,13000,12,19500,15500,14,"Other pests/parasites",16.2,"GA","South","South Atlantic"
"1144","Georgia",2015,"July-September",3,108000,110000,13000,12,19500,15500,14,"Varroa mites",47.6,"GA","South","South Atlantic"
"1145","Georgia",2016,"July-September",7,102000,103000,13000,13,12500,2300,2,"Unknown",4.5,"GA","South","South Atlantic"
"1146","Georgia",2015,"April-June",2,114000,124000,23000,19,25000,19000,15,"Disesases",2.9,"GA","South","South Atlantic"
"1147","Georgia",2021,"January-March",25,120000,120000,20000,17,34000,14500,12,"Other pests/parasites",14.4,"GA","South","South Atlantic"
"1148","Georgia",2015,"October-December",4,110000,121000,18000,15,4400,1900,2,"Unknown",1.3,"GA","South","South Atlantic"
"1149","Georgia",2020,"April-June",22,141000,143000,10000,7,19500,19000,13,"Pesticides",3,"GA","South","South Atlantic"
"1150","Georgia",2017,"January-March",9,123000,125000,14000,11,36000,21000,17,"Other pests/parasites",7,"GA","South","South Atlantic"
"1151","Georgia",2019,"January-March",17,120000,129000,14500,11,19500,8000,6,"Other pests/parasites",17.8,"GA","South","South Atlantic"
"1152","Georgia",2019,"January-March",17,120000,129000,14500,11,19500,8000,6,"Disesases",7.4,"GA","South","South Atlantic"
"1153","Georgia",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,"Disesases",NA,"GA","South","South Atlantic"
"1154","Georgia",2021,"April-June",26,135000,136000,20000,15,25000,18500,14,"Other pests/parasites",13.7,"GA","South","South Atlantic"
"1155","Georgia",2021,"April-June",26,135000,136000,20000,15,25000,18500,14,"Disesases",5.2,"GA","South","South Atlantic"
"1156","Georgia",2018,"January-March",13,134000,139000,25000,18,29000,39000,28,"Other pests/parasites",18.7,"GA","South","South Atlantic"
"1157","Georgia",2020,"July-September",23,150000,163000,23000,14,22000,35000,21,"Disesases",3.5,"GA","South","South Atlantic"
"1158","Georgia",2015,"October-December",4,110000,121000,18000,15,4400,1900,2,"Other pests/parasites",13.9,"GA","South","South Atlantic"
"1159","Georgia",2016,"April-June",6,108000,111000,11000,10,17500,3600,3,"Pesticides",28.4,"GA","South","South Atlantic"
"1160","Georgia",2015,"April-June",2,114000,124000,23000,19,25000,19000,15,"Pesticides",28.7,"GA","South","South Atlantic"
"1161","Georgia",2017,"July-September",11,121000,122000,15500,13,19000,23000,19,"Disesases",2.3,"GA","South","South Atlantic"
"1162","Georgia",2017,"April-June",10,125000,142000,10500,7,21000,33000,23,"Other pests/parasites",5.6,"GA","South","South Atlantic"
"1163","Georgia",2019,"January-March",17,120000,129000,14500,11,19500,8000,6,"Varroa mites",69.6,"GA","South","South Atlantic"
"1164","Georgia",2018,"April-June",14,134000,134000,16000,12,34000,16000,12,"Unknown",9.6,"GA","South","South Atlantic"
"1165","Georgia",2017,"October-December",12,125000,145000,21000,14,4300,2200,2,"Pesticides",15.3,"GA","South","South Atlantic"
"1166","Georgia",2016,"July-September",7,102000,103000,13000,13,12500,2300,2,"Varroa mites",30.7,"GA","South","South Atlantic"
"1167","Georgia",2018,"October-December",16,148000,164000,19500,12,6500,49000,30,"Varroa mites",41.4,"GA","South","South Atlantic"
"1168","Georgia",2018,"October-December",16,148000,164000,19500,12,6500,49000,30,"Other pests/parasites",17.4,"GA","South","South Atlantic"
"1169","Georgia",2016,"April-June",6,108000,111000,11000,10,17500,3600,3,"Disesases",2,"GA","South","South Atlantic"
"1170","Georgia",2015,"October-December",4,110000,121000,18000,15,4400,1900,2,"Varroa mites",43.5,"GA","South","South Atlantic"
"1171","Georgia",2016,"January-March",5,1e+05,1e+05,20000,20,28000,6000,6,"Disesases",2.1,"GA","South","South Atlantic"
"1172","Georgia",2021,"January-March",25,120000,120000,20000,17,34000,14500,12,"Unknown",4.6,"GA","South","South Atlantic"
"1173","Georgia",2017,"January-March",9,123000,125000,14000,11,36000,21000,17,"Disesases",0.2,"GA","South","South Atlantic"
"1174","Georgia",2017,"October-December",12,125000,145000,21000,14,4300,2200,2,"Disesases",12.3,"GA","South","South Atlantic"
"1175","Georgia",2017,"January-March",9,123000,125000,14000,11,36000,21000,17,"Varroa mites",35.3,"GA","South","South Atlantic"
"1176","Georgia",2017,"July-September",11,121000,122000,15500,13,19000,23000,19,"Varroa mites",47.6,"GA","South","South Atlantic"
"1177","Georgia",2019,"October-December",20,119000,131000,20000,15,10500,10500,8,"Varroa mites",34.3,"GA","South","South Atlantic"
"1178","Georgia",2019,"July-September",19,116000,118000,13000,11,12000,36000,31,"Other pests/parasites",18.6,"GA","South","South Atlantic"
"1179","Georgia",2019,"October-December",20,119000,131000,20000,15,10500,10500,8,"Disesases",5.6,"GA","South","South Atlantic"
"1180","Georgia",2020,"April-June",22,141000,143000,10000,7,19500,19000,13,"Other",8.1,"GA","South","South Atlantic"
"1181","Georgia",2016,"October-December",8,96000,112000,11000,10,12000,450,NA,"Pesticides",7.6,"GA","South","South Atlantic"
"1182","Georgia",2019,"January-March",17,120000,129000,14500,11,19500,8000,6,"Pesticides",9.6,"GA","South","South Atlantic"
"1183","Georgia",2019,"January-March",17,120000,129000,14500,11,19500,8000,6,"Other",10.6,"GA","South","South Atlantic"
"1184","Georgia",2019,"July-September",19,116000,118000,13000,11,12000,36000,31,"Other",17.1,"GA","South","South Atlantic"
"1185","Georgia",2016,"July-September",7,102000,103000,13000,13,12500,2300,2,"Other",7.6,"GA","South","South Atlantic"
"1186","Georgia",2016,"January-March",5,1e+05,1e+05,20000,20,28000,6000,6,"Pesticides",21.3,"GA","South","South Atlantic"
"1187","Georgia",2020,"January-March",21,115000,121000,14500,12,32000,22000,18,"Varroa mites",50.9,"GA","South","South Atlantic"
"1188","Georgia",2017,"April-June",10,125000,142000,10500,7,21000,33000,23,"Varroa mites",33,"GA","South","South Atlantic"
"1189","Georgia",2020,"April-June",22,141000,143000,10000,7,19500,19000,13,"Other pests/parasites",20.2,"GA","South","South Atlantic"
"1190","Georgia",2017,"July-September",11,121000,122000,15500,13,19000,23000,19,"Other pests/parasites",18,"GA","South","South Atlantic"
"1191","Georgia",2018,"January-March",13,134000,139000,25000,18,29000,39000,28,"Unknown",2.1,"GA","South","South Atlantic"
"1192","Georgia",2018,"July-September",15,134000,138000,17000,12,27000,33000,24,"Unknown",7.2,"GA","South","South Atlantic"
"1193","Georgia",2017,"October-December",12,125000,145000,21000,14,4300,2200,2,"Other",3.6,"GA","South","South Atlantic"
"1194","Georgia",2015,"April-June",2,114000,124000,23000,19,25000,19000,15,"Unknown",4.1,"GA","South","South Atlantic"
"1195","Georgia",2017,"April-June",10,125000,142000,10500,7,21000,33000,23,"Other",6.3,"GA","South","South Atlantic"
"1196","Georgia",2017,"July-September",11,121000,122000,15500,13,19000,23000,19,"Unknown",6.9,"GA","South","South Atlantic"
"1197","Georgia",2016,"January-March",5,1e+05,1e+05,20000,20,28000,6000,6,"Other pests/parasites",7.7,"GA","South","South Atlantic"
"1198","Georgia",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,"Other",NA,"GA","South","South Atlantic"
"1199","Georgia",2020,"October-December",24,165000,174000,30000,17,11000,11000,6,"Disesases",1.8,"GA","South","South Atlantic"
"1200","Georgia",2021,"April-June",26,135000,136000,20000,15,25000,18500,14,"Other",5.2,"GA","South","South Atlantic"
"1201","Georgia",2020,"January-March",21,115000,121000,14500,12,32000,22000,18,"Other pests/parasites",3.4,"GA","South","South Atlantic"
"1202","Georgia",2017,"October-December",12,125000,145000,21000,14,4300,2200,2,"Other pests/parasites",15.1,"GA","South","South Atlantic"
"1203","Georgia",2020,"April-June",22,141000,143000,10000,7,19500,19000,13,"Disesases",7.1,"GA","South","South Atlantic"
"1204","Georgia",2020,"January-March",21,115000,121000,14500,12,32000,22000,18,"Pesticides",0.3,"GA","South","South Atlantic"
"1205","Georgia",2020,"July-September",23,150000,163000,23000,14,22000,35000,21,"Unknown",13,"GA","South","South Atlantic"
"1206","Georgia",2020,"January-March",21,115000,121000,14500,12,32000,22000,18,"Other",0.4,"GA","South","South Atlantic"
"1207","Georgia",2019,"October-December",20,119000,131000,20000,15,10500,10500,8,"Pesticides",9.1,"GA","South","South Atlantic"
"1208","Georgia",2020,"April-June",22,141000,143000,10000,7,19500,19000,13,"Unknown",13.8,"GA","South","South Atlantic"
"1209","Georgia",2019,"July-September",19,116000,118000,13000,11,12000,36000,31,"Pesticides",25.8,"GA","South","South Atlantic"
"1210","Georgia",2020,"July-September",23,150000,163000,23000,14,22000,35000,21,"Pesticides",3.4,"GA","South","South Atlantic"
"1211","Georgia",2016,"July-September",7,102000,103000,13000,13,12500,2300,2,"Pesticides",12.1,"GA","South","South Atlantic"
"1212","Georgia",2016,"October-December",8,96000,112000,11000,10,12000,450,NA,"Other",4.1,"GA","South","South Atlantic"
"1213","Georgia",2018,"January-March",13,134000,139000,25000,18,29000,39000,28,"Disesases",0.9,"GA","South","South Atlantic"
"1214","Georgia",2020,"January-March",21,115000,121000,14500,12,32000,22000,18,"Disesases",0.2,"GA","South","South Atlantic"
"1215","Georgia",2021,"April-June",26,135000,136000,20000,15,25000,18500,14,"Unknown",5.8,"GA","South","South Atlantic"
"1216","Georgia",2018,"April-June",14,134000,134000,16000,12,34000,16000,12,"Pesticides",14.8,"GA","South","South Atlantic"
"1217","Georgia",2018,"October-December",16,148000,164000,19500,12,6500,49000,30,"Unknown",7.8,"GA","South","South Atlantic"
"1218","Georgia",2017,"January-March",9,123000,125000,14000,11,36000,21000,17,"Other",4.4,"GA","South","South Atlantic"
"1219","Georgia",2018,"April-June",14,134000,134000,16000,12,34000,16000,12,"Other",31.6,"GA","South","South Atlantic"
"1220","Georgia",2019,"July-September",19,116000,118000,13000,11,12000,36000,31,"Disesases",1.6,"GA","South","South Atlantic"
"1221","Georgia",2018,"July-September",15,134000,138000,17000,12,27000,33000,24,"Other pests/parasites",20.4,"GA","South","South Atlantic"
"1222","Georgia",2017,"April-June",10,125000,142000,10500,7,21000,33000,23,"Unknown",2.8,"GA","South","South Atlantic"
"1223","Georgia",2017,"January-March",9,123000,125000,14000,11,36000,21000,17,"Unknown",1.8,"GA","South","South Atlantic"
"1224","Georgia",2016,"July-September",7,102000,103000,13000,13,12500,2300,2,"Disesases",2.4,"GA","South","South Atlantic"
"1225","Georgia",2020,"April-June",22,141000,143000,10000,7,19500,19000,13,"Varroa mites",49.2,"GA","South","South Atlantic"
"1226","Georgia",2020,"October-December",24,165000,174000,30000,17,11000,11000,6,"Unknown",6.7,"GA","South","South Atlantic"
"1227","Georgia",2018,"October-December",16,148000,164000,19500,12,6500,49000,30,"Other",5.6,"GA","South","South Atlantic"
"1228","Georgia",2017,"October-December",12,125000,145000,21000,14,4300,2200,2,"Varroa mites",56.8,"GA","South","South Atlantic"
"1229","Georgia",2019,"October-December",20,119000,131000,20000,15,10500,10500,8,"Other pests/parasites",18.2,"GA","South","South Atlantic"
"1230","Georgia",2017,"October-December",12,125000,145000,21000,14,4300,2200,2,"Unknown",4.6,"GA","South","South Atlantic"
"1231","Georgia",2020,"January-March",21,115000,121000,14500,12,32000,22000,18,"Unknown",7.5,"GA","South","South Atlantic"
"1232","Georgia",2020,"July-September",23,150000,163000,23000,14,22000,35000,21,"Other",5.3,"GA","South","South Atlantic"
"1233","Georgia",2018,"April-June",14,134000,134000,16000,12,34000,16000,12,"Varroa mites",53,"GA","South","South Atlantic"
"1234","Georgia",2018,"July-September",15,134000,138000,17000,12,27000,33000,24,"Other",6,"GA","South","South Atlantic"
"1235","Georgia",2018,"January-March",13,134000,139000,25000,18,29000,39000,28,"Other",27.1,"GA","South","South Atlantic"
"1236","Georgia",2018,"July-September",15,134000,138000,17000,12,27000,33000,24,"Pesticides",27.7,"GA","South","South Atlantic"
"1237","Georgia",2020,"October-December",24,165000,174000,30000,17,11000,11000,6,"Other",1.9,"GA","South","South Atlantic"
"1238","Georgia",2019,"July-September",19,116000,118000,13000,11,12000,36000,31,"Unknown",4.6,"GA","South","South Atlantic"
"1239","Georgia",2020,"October-December",24,165000,174000,30000,17,11000,11000,6,"Pesticides",7.5,"GA","South","South Atlantic"
"1240","Georgia",2018,"April-June",14,134000,134000,16000,12,34000,16000,12,"Disesases",13.9,"GA","South","South Atlantic"
"1241","Georgia",2018,"October-December",16,148000,164000,19500,12,6500,49000,30,"Pesticides",6.9,"GA","South","South Atlantic"
"1242","Georgia",2018,"January-March",13,134000,139000,25000,18,29000,39000,28,"Pesticides",14.8,"GA","South","South Atlantic"
"1243","Georgia",2019,"January-March",17,120000,129000,14500,11,19500,8000,6,"Unknown",4.9,"GA","South","South Atlantic"
"1244","Georgia",2018,"April-June",14,134000,134000,16000,12,34000,16000,12,"Other pests/parasites",25.6,"GA","South","South Atlantic"
"1245","Georgia",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,"GA","South","South Atlantic"
"1246","Georgia",2018,"July-September",15,134000,138000,17000,12,27000,33000,24,"Disesases",2.4,"GA","South","South Atlantic"
"1247","Georgia",2018,"October-December",16,148000,164000,19500,12,6500,49000,30,"Disesases",9.2,"GA","South","South Atlantic"
"1248","Georgia",2019,"October-December",20,119000,131000,20000,15,10500,10500,8,"Unknown",4.4,"GA","South","South Atlantic"
"1249","Hawaii",2016,"January-March",5,15000,15000,280,2,570,1100,7,"Other pests/parasites",1.5,"HI","West","Pacific"
"1250","Hawaii",2016,"April-June",6,13500,13500,830,6,870,NA,NA,"Pesticides",0.6,"HI","West","Pacific"
"1251","Hawaii",2015,"July-September",3,14500,14500,2700,19,1200,5500,38,"Varroa mites",78.1,"HI","West","Pacific"
"1252","Hawaii",2016,"April-June",6,13500,13500,830,6,870,NA,NA,"Varroa mites",35.6,"HI","West","Pacific"
"1253","Hawaii",2015,"April-June",2,13500,13500,120,1,1100,1200,9,"Other",3.2,"HI","West","Pacific"
"1254","Hawaii",2015,"April-June",2,13500,13500,120,1,1100,1200,9,"Pesticides",0.1,"HI","West","Pacific"
"1255","Hawaii",2018,"July-September",15,16500,16500,1800,11,1700,3000,18,"Other",0.1,"HI","West","Pacific"
"1256","Hawaii",2015,"October-December",4,13000,13000,690,5,2700,760,6,"Disesases",0.2,"HI","West","Pacific"
"1257","Hawaii",2016,"January-March",5,15000,15000,280,2,570,1100,7,"Pesticides",0.1,"HI","West","Pacific"
"1258","Hawaii",2016,"October-December",8,13500,13500,970,7,60,840,6,"Pesticides",0.1,"HI","West","Pacific"
"1259","Hawaii",2016,"April-June",6,13500,13500,830,6,870,NA,NA,"Other",3.2,"HI","West","Pacific"
"1260","Hawaii",2016,"April-June",6,13500,13500,830,6,870,NA,NA,"Other pests/parasites",38.1,"HI","West","Pacific"
"1261","Hawaii",2015,"April-June",2,13500,13500,120,1,1100,1200,9,"Disesases",0.3,"HI","West","Pacific"
"1262","Hawaii",2016,"January-March",5,15000,15000,280,2,570,1100,7,"Unknown",NA,"HI","West","Pacific"
"1263","Hawaii",2018,"January-March",13,15000,15000,1600,11,1200,5100,34,"Other",0.1,"HI","West","Pacific"
"1264","Hawaii",2016,"April-June",6,13500,13500,830,6,870,NA,NA,"Disesases",NA,"HI","West","Pacific"
"1265","Hawaii",2016,"April-June",6,13500,13500,830,6,870,NA,NA,"Unknown",NA,"HI","West","Pacific"
"1266","Hawaii",2015,"January-March",1,10500,10500,380,4,3400,760,7,"Pesticides",NA,"HI","West","Pacific"
"1267","Hawaii",2017,"April-June",10,12000,12000,60,1,520,910,8,"Unknown",NA,"HI","West","Pacific"
"1268","Hawaii",2020,"July-September",23,18500,18500,500,3,4000,3400,18,"Other pests/parasites",63.5,"HI","West","Pacific"
"1269","Hawaii",2015,"April-June",2,13500,13500,120,1,1100,1200,9,"Other pests/parasites",61,"HI","West","Pacific"
"1270","Hawaii",2016,"January-March",5,15000,15000,280,2,570,1100,7,"Disesases",NA,"HI","West","Pacific"
"1271","Hawaii",2016,"January-March",5,15000,15000,280,2,570,1100,7,"Other",0.8,"HI","West","Pacific"
"1272","Hawaii",2016,"October-December",8,13500,13500,970,7,60,840,6,"Other",0.2,"HI","West","Pacific"
"1273","Hawaii",2016,"July-September",7,13500,13500,600,4,430,820,6,"Disesases",0.1,"HI","West","Pacific"
"1274","Hawaii",2015,"July-September",3,14500,14500,2700,19,1200,5500,38,"Other pests/parasites",80.5,"HI","West","Pacific"
"1275","Hawaii",2015,"July-September",3,14500,14500,2700,19,1200,5500,38,"Pesticides",0.1,"HI","West","Pacific"
"1276","Hawaii",2018,"January-March",13,15000,15000,1600,11,1200,5100,34,"Other pests/parasites",76.8,"HI","West","Pacific"
"1277","Hawaii",2018,"October-December",16,16000,16000,940,6,1700,6000,38,"Disesases",NA,"HI","West","Pacific"
"1278","Hawaii",2015,"October-December",4,13000,13000,690,5,2700,760,6,"Unknown",NA,"HI","West","Pacific"
"1279","Hawaii",2016,"October-December",8,13500,13500,970,7,60,840,6,"Disesases",NA,"HI","West","Pacific"
"1280","Hawaii",2015,"January-March",1,10500,10500,380,4,3400,760,7,"Other",2,"HI","West","Pacific"
"1281","Hawaii",2016,"January-March",5,15000,15000,280,2,570,1100,7,"Varroa mites",0.3,"HI","West","Pacific"
"1282","Hawaii",2016,"July-September",7,13500,13500,600,4,430,820,6,"Other pests/parasites",75.3,"HI","West","Pacific"
"1283","Hawaii",2015,"October-December",4,13000,13000,690,5,2700,760,6,"Varroa mites",31,"HI","West","Pacific"
"1284","Hawaii",2016,"July-September",7,13500,13500,600,4,430,820,6,"Pesticides",0.8,"HI","West","Pacific"
"1285","Hawaii",2018,"October-December",16,16000,16000,940,6,1700,6000,38,"Pesticides",NA,"HI","West","Pacific"
"1286","Hawaii",2020,"October-December",24,22000,22000,2700,12,200,370,2,"Varroa mites",57.2,"HI","West","Pacific"
"1287","Hawaii",2018,"October-December",16,16000,16000,940,6,1700,6000,38,"Unknown",NA,"HI","West","Pacific"
"1288","Hawaii",2020,"July-September",23,18500,18500,500,3,4000,3400,18,"Unknown",NA,"HI","West","Pacific"
"1289","Hawaii",2015,"July-September",3,14500,14500,2700,19,1200,5500,38,"Other",2.5,"HI","West","Pacific"
"1290","Hawaii",2017,"April-June",10,12000,12000,60,1,520,910,8,"Other",0.4,"HI","West","Pacific"
"1291","Hawaii",2017,"January-March",9,13000,13000,190,1,510,50,NA,"Other",0.1,"HI","West","Pacific"
"1292","Hawaii",2016,"October-December",8,13500,13500,970,7,60,840,6,"Other pests/parasites",40.8,"HI","West","Pacific"
"1293","Hawaii",2017,"January-March",9,13000,13000,190,1,510,50,NA,"Unknown",0.1,"HI","West","Pacific"
"1294","Hawaii",2016,"July-September",7,13500,13500,600,4,430,820,6,"Unknown",NA,"HI","West","Pacific"
"1295","Hawaii",2015,"October-December",4,13000,13000,690,5,2700,760,6,"Other pests/parasites",33.9,"HI","West","Pacific"
"1296","Hawaii",2018,"October-December",16,16000,16000,940,6,1700,6000,38,"Other",0.1,"HI","West","Pacific"
"1297","Hawaii",2018,"January-March",13,15000,15000,1600,11,1200,5100,34,"Unknown",0.1,"HI","West","Pacific"
"1298","Hawaii",2021,"January-March",25,19500,19500,900,5,2400,1600,8,"Other pests/parasites",52.2,"HI","West","Pacific"
"1299","Hawaii",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,"HI","West","Pacific"
"1300","Hawaii",2020,"July-September",23,18500,18500,500,3,4000,3400,18,"Varroa mites",62.7,"HI","West","Pacific"
"1301","Hawaii",2018,"January-March",13,15000,15000,1600,11,1200,5100,34,"Pesticides",NA,"HI","West","Pacific"
"1302","Hawaii",2020,"July-September",23,18500,18500,500,3,4000,3400,18,"Other",0.5,"HI","West","Pacific"
"1303","Hawaii",2015,"July-September",3,14500,14500,2700,19,1200,5500,38,"Unknown",NA,"HI","West","Pacific"
"1304","Hawaii",2016,"July-September",7,13500,13500,600,4,430,820,6,"Varroa mites",67.8,"HI","West","Pacific"
"1305","Hawaii",2016,"October-December",8,13500,13500,970,7,60,840,6,"Varroa mites",39.9,"HI","West","Pacific"
"1306","Hawaii",2017,"April-June",10,12000,12000,60,1,520,910,8,"Pesticides",NA,"HI","West","Pacific"
"1307","Hawaii",2016,"October-December",8,13500,13500,970,7,60,840,6,"Unknown",0.1,"HI","West","Pacific"
"1308","Hawaii",2016,"July-September",7,13500,13500,600,4,430,820,6,"Other",NA,"HI","West","Pacific"
"1309","Hawaii",2021,"April-June",26,21000,21000,630,3,460,1200,6,"Other pests/parasites",65.3,"HI","West","Pacific"
"1310","Hawaii",2015,"October-December",4,13000,13000,690,5,2700,760,6,"Pesticides",NA,"HI","West","Pacific"
"1311","Hawaii",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,"Other",NA,"HI","West","Pacific"
"1312","Hawaii",2019,"January-March",17,16500,16500,390,2,660,3700,22,"Pesticides",0.7,"HI","West","Pacific"
"1313","Hawaii",2018,"July-September",15,16500,16500,1800,11,1700,3000,18,"Varroa mites",88.3,"HI","West","Pacific"
"1314","Hawaii",2021,"January-March",25,19500,19500,900,5,2400,1600,8,"Unknown",NA,"HI","West","Pacific"
"1315","Hawaii",2015,"October-December",4,13000,13000,690,5,2700,760,6,"Other",NA,"HI","West","Pacific"
"1316","Hawaii",2015,"April-June",2,13500,13500,120,1,1100,1200,9,"Varroa mites",60.1,"HI","West","Pacific"
"1317","Hawaii",2015,"January-March",1,10500,10500,380,4,3400,760,7,"Other pests/parasites",37.7,"HI","West","Pacific"
"1318","Hawaii",2017,"January-March",9,13000,13000,190,1,510,50,NA,"Other pests/parasites",2.1,"HI","West","Pacific"
"1319","Hawaii",2017,"April-June",10,12000,12000,60,1,520,910,8,"Disesases",NA,"HI","West","Pacific"
"1320","Hawaii",2017,"July-September",11,15000,15000,1100,7,430,20,NA,"Unknown",NA,"HI","West","Pacific"
"1321","Hawaii",2017,"July-September",11,15000,15000,1100,7,430,20,NA,"Pesticides",NA,"HI","West","Pacific"
"1322","Hawaii",2019,"January-March",17,16500,16500,390,2,660,3700,22,"Unknown",NA,"HI","West","Pacific"
"1323","Hawaii",2018,"January-March",13,15000,15000,1600,11,1200,5100,34,"Varroa mites",74.5,"HI","West","Pacific"
"1324","Hawaii",2019,"January-March",17,16500,16500,390,2,660,3700,22,"Disesases",0.1,"HI","West","Pacific"
"1325","Hawaii",2019,"July-September",19,17000,17000,200,1,200,6000,35,"Other",1.3,"HI","West","Pacific"
"1326","Hawaii",2018,"October-December",16,16000,16000,940,6,1700,6000,38,"Varroa mites",70.5,"HI","West","Pacific"
"1327","Hawaii",2018,"July-September",15,16500,16500,1800,11,1700,3000,18,"Other pests/parasites",89.4,"HI","West","Pacific"
"1328","Hawaii",2020,"July-September",23,18500,18500,500,3,4000,3400,18,"Disesases",NA,"HI","West","Pacific"
"1329","Hawaii",2020,"July-September",23,18500,18500,500,3,4000,3400,18,"Pesticides",NA,"HI","West","Pacific"
"1330","Hawaii",2020,"October-December",24,22000,22000,2700,12,200,370,2,"Other",2.9,"HI","West","Pacific"
"1331","Hawaii",2015,"January-March",1,10500,10500,380,4,3400,760,7,"Disesases",1.6,"HI","West","Pacific"
"1332","Hawaii",2015,"April-June",2,13500,13500,120,1,1100,1200,9,"Unknown",0.1,"HI","West","Pacific"
"1333","Hawaii",2017,"January-March",9,13000,13000,190,1,510,50,NA,"Pesticides",NA,"HI","West","Pacific"
"1334","Hawaii",2021,"April-June",26,21000,21000,630,3,460,1200,6,"Varroa mites",93.3,"HI","West","Pacific"
"1335","Hawaii",2017,"October-December",12,15000,15000,130,1,970,290,2,"Pesticides",NA,"HI","West","Pacific"
"1336","Hawaii",2021,"January-March",25,19500,19500,900,5,2400,1600,8,"Disesases",NA,"HI","West","Pacific"
"1337","Hawaii",2019,"January-March",17,16500,16500,390,2,660,3700,22,"Other",2.9,"HI","West","Pacific"
"1338","Hawaii",2019,"January-March",17,16500,16500,390,2,660,3700,22,"Other pests/parasites",64.9,"HI","West","Pacific"
"1339","Hawaii",2019,"July-September",19,17000,17000,200,1,200,6000,35,"Unknown",0.2,"HI","West","Pacific"
"1340","Hawaii",2021,"April-June",26,21000,21000,630,3,460,1200,6,"Disesases",NA,"HI","West","Pacific"
"1341","Hawaii",2018,"January-March",13,15000,15000,1600,11,1200,5100,34,"Disesases",0.2,"HI","West","Pacific"
"1342","Hawaii",2018,"July-September",15,16500,16500,1800,11,1700,3000,18,"Unknown",NA,"HI","West","Pacific"
"1343","Hawaii",2017,"July-September",11,15000,15000,1100,7,430,20,NA,"Varroa mites",2.8,"HI","West","Pacific"
"1344","Hawaii",2020,"April-June",22,15500,15500,40,NA,240,2300,15,"Varroa mites",43.1,"HI","West","Pacific"
"1345","Hawaii",2017,"July-September",11,15000,15000,1100,7,430,20,NA,"Other pests/parasites",4.3,"HI","West","Pacific"
"1346","Hawaii",2017,"January-March",9,13000,13000,190,1,510,50,NA,"Disesases",0.2,"HI","West","Pacific"
"1347","Hawaii",2017,"July-September",11,15000,15000,1100,7,430,20,NA,"Other",2,"HI","West","Pacific"
"1348","Hawaii",2021,"January-March",25,19500,19500,900,5,2400,1600,8,"Varroa mites",49,"HI","West","Pacific"
